"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"14487","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14488","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0008076","voltage-gated potassium channel complex",25,11,3.04,0.00017,"Cellular Components",0.44
"14489","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0032279","asymmetric synapse",154,24,18.71,3.4e-05,"Cellular Components",0.155844155844156
"14490","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0032809","neuronal cell body membrane",44,27,5.35,1.2e-14,"Cellular Components",0.613636363636364
"14491","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0043197","dendritic spine",143,35,17.37,3.9e-05,"Cellular Components",0.244755244755245
"14492","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0045121","membrane raft",190,45,23.08,5.8e-05,"Cellular Components",0.236842105263158
"14493","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0045211","postsynaptic membrane",104,37,12.63,6.3e-09,"Cellular Components",0.355769230769231
"14494","Montipora_capitata_HIv3___RNAseq.g18153.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14495","Montipora_capitata_HIv3___RNAseq.g27216.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14496","Montipora_capitata_HIv3___RNAseq.g27216.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14497","Montipora_capitata_HIv3___RNAseq.g13542.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14498","Montipora_capitata_HIv3___RNAseq.g13542.t1","GO:0045177","apical part of cell",328,64,39.85,0.00313,"Cellular Components",0.195121951219512
"14499","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14500","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14501","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0009898","cytoplasmic side of plasma membrane",136,18,16.52,0.04333,"Cellular Components",0.132352941176471
"14502","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0019897","extrinsic component of plasma membrane",102,18,12.39,0.01899,"Cellular Components",0.176470588235294
"14503","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14504","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0045177","apical part of cell",328,64,39.85,0.00313,"Cellular Components",0.195121951219512
"14505","Montipora_capitata_HIv3___RNAseq.g41682.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14506","Montipora_capitata_HIv3___RNAseq.g13351.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14507","Montipora_capitata_HIv3___RNAseq.g13351.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14508","Montipora_capitata_HIv3___RNAseq.g22852.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14509","Montipora_capitata_HIv3___RNAseq.g22852.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14510","Montipora_capitata_HIv3___RNAseq.g22852.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14511","Montipora_capitata_HIv3___RNAseq.14688_t","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14512","Montipora_capitata_HIv3___RNAseq.14688_t","GO:0005604","basement membrane",44,10,5.35,0.03506,"Cellular Components",0.227272727272727
"14513","Montipora_capitata_HIv3___RNAseq.14688_t","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14514","Montipora_capitata_HIv3___RNAseq.14688_t","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14515","Montipora_capitata_HIv3___RNAseq.14688_t","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14516","Montipora_capitata_HIv3___RNAseq.g5019.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14517","Montipora_capitata_HIv3___RNAseq.g5019.t1","GO:0016323","basolateral plasma membrane",174,33,21.14,0.00577,"Cellular Components",0.189655172413793
"14518","Montipora_capitata_HIv3___RNAseq.g5019.t1","GO:0032279","asymmetric synapse",154,24,18.71,3.4e-05,"Cellular Components",0.155844155844156
"14519","Montipora_capitata_HIv3___RNAseq.g5019.t1","GO:0045211","postsynaptic membrane",104,37,12.63,6.3e-09,"Cellular Components",0.355769230769231
"14520","Montipora_capitata_HIv3___RNAseq.g5019.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14521","Montipora_capitata_HIv3___RNAseq.g3967.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14522","Montipora_capitata_HIv3___RNAseq.g3967.t1","GO:0009986","cell surface",339,97,41.18,1.1e-14,"Cellular Components",0.286135693215339
"14523","Montipora_capitata_HIv3___RNAseq.g24870.t1","GO:0032279","asymmetric synapse",154,24,18.71,3.4e-05,"Cellular Components",0.155844155844156
"14524","Montipora_capitata_HIv3___RNAseq.g19083.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14525","Montipora_capitata_HIv3___RNAseq.g19083.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14526","Montipora_capitata_HIv3___RNAseq.g19083.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14527","Montipora_capitata_HIv3___RNAseq.g19083.t1","GO:0035997","rhabdomere microvillus membrane",5,3,0.61,0.01479,"Cellular Components",0.6
"14528","Montipora_capitata_HIv3___RNAseq.g19083.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14529","Montipora_capitata_HIv3___RNAseq.g21408.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14530","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14531","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0005577","fibrinogen complex",2,2,0.24,0.01475,"Cellular Components",1
"14532","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14533","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14534","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14535","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0009897","external side of plasma membrane",103,25,12.51,0.00363,"Cellular Components",0.242718446601942
"14536","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0009986","cell surface",339,97,41.18,1.1e-14,"Cellular Components",0.286135693215339
"14537","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14538","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14539","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14540","Montipora_capitata_HIv3___RNAseq.g22746.t1a","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14541","Montipora_capitata_HIv3___RNAseq.g22746.t1a","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14542","Montipora_capitata_HIv3___RNAseq.g22746.t1a","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14543","Montipora_capitata_HIv3___TS.g5364.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14544","Montipora_capitata_HIv3___TS.g6904.t1","GO:0009507","chloroplast",17,5,2.07,0.03538,"Cellular Components",0.294117647058824
"14545","Montipora_capitata_HIv3___RNAseq.g49483.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14546","Montipora_capitata_HIv3___RNAseq.g29603.t1","GO:0032039","integrator complex",29,11,3.52,0.00035,"Cellular Components",0.379310344827586
"14547","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14548","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14549","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14550","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14551","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14552","Montipora_capitata_HIv3___RNAseq.g28198.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14553","Montipora_capitata_HIv3___RNAseq.g3375.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14554","Montipora_capitata_HIv3___RNAseq.g3375.t1","GO:0009986","cell surface",339,97,41.18,1.1e-14,"Cellular Components",0.286135693215339
"14555","Montipora_capitata_HIv3___RNAseq.g3375.t1","GO:0045121","membrane raft",190,45,23.08,5.8e-05,"Cellular Components",0.236842105263158
"14556","Montipora_capitata_HIv3___RNAseq.g3375.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14557","Montipora_capitata_HIv3___RNAseq.42356_t","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14558","Montipora_capitata_HIv3___RNAseq.42356_t","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14559","Montipora_capitata_HIv3___RNAseq.42356_t","GO:0043204","perikaryon",80,16,9.72,0.02928,"Cellular Components",0.2
"14560","Montipora_capitata_HIv3___RNAseq.42356_t","GO:0043679","axon terminus",147,35,17.86,0.01447,"Cellular Components",0.238095238095238
"14561","Montipora_capitata_HIv3___RNAseq.42356_t","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14562","Montipora_capitata_HIv3___TS.g49242.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14563","Montipora_capitata_HIv3___RNAseq.g42018.t1","GO:0000794","condensed nuclear chromosome",79,15,9.6,0.02924,"Cellular Components",0.189873417721519
"14564","Montipora_capitata_HIv3___RNAseq.g42018.t1","GO:0030870","Mre11 complex",5,3,0.61,0.01479,"Cellular Components",0.6
"14565","Montipora_capitata_HIv3___RNAseq.g28790.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14566","Montipora_capitata_HIv3___RNAseq.g28790.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14567","Montipora_capitata_HIv3___TS.g4967.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14568","Montipora_capitata_HIv3___RNAseq.g25170.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14569","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14570","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14571","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0009898","cytoplasmic side of plasma membrane",136,18,16.52,0.04333,"Cellular Components",0.132352941176471
"14572","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0019897","extrinsic component of plasma membrane",102,18,12.39,0.01899,"Cellular Components",0.176470588235294
"14573","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14574","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14575","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0043197","dendritic spine",143,35,17.37,3.9e-05,"Cellular Components",0.244755244755245
"14576","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0045177","apical part of cell",328,64,39.85,0.00313,"Cellular Components",0.195121951219512
"14577","Montipora_capitata_HIv3___RNAseq.g39563.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14578","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14579","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0032279","asymmetric synapse",154,24,18.71,3.4e-05,"Cellular Components",0.155844155844156
"14580","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0032589","neuron projection membrane",53,30,6.44,9.8e-07,"Cellular Components",0.566037735849057
"14581","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0032590","dendrite membrane",22,13,2.67,8.9e-08,"Cellular Components",0.590909090909091
"14582","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0043197","dendritic spine",143,35,17.37,3.9e-05,"Cellular Components",0.244755244755245
"14583","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0043198","dendritic shaft",59,18,7.17,0.00014,"Cellular Components",0.305084745762712
"14584","Montipora_capitata_HIv3___RNAseq.g44907.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14585","Montipora_capitata_HIv3___RNAseq.g35428.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14586","Montipora_capitata_HIv3___TS.g17962.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14587","Montipora_capitata_HIv3___TS.g17962.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14588","Montipora_capitata_HIv3___TS.g17962.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14589","Montipora_capitata_HIv3___TS.g17962.t1","GO:0009897","external side of plasma membrane",103,25,12.51,0.00363,"Cellular Components",0.242718446601942
"14590","Montipora_capitata_HIv3___TS.g17962.t1","GO:0009986","cell surface",339,97,41.18,1.1e-14,"Cellular Components",0.286135693215339
"14591","Montipora_capitata_HIv3___TS.g17962.t1","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14592","Montipora_capitata_HIv3___TS.g17962.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14593","Montipora_capitata_HIv3___RNAseq.g40978.t1","GO:0030119","AP-type membrane coat adaptor complex",36,10,4.37,0.00215,"Cellular Components",0.277777777777778
"14594","Montipora_capitata_HIv3___RNAseq.g19870.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14595","Montipora_capitata_HIv3___RNAseq.g19870.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14596","Montipora_capitata_HIv3___TS.g29061.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14597","Montipora_capitata_HIv3___TS.g29061.t1","GO:0005604","basement membrane",44,10,5.35,0.03506,"Cellular Components",0.227272727272727
"14598","Montipora_capitata_HIv3___TS.g29061.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14599","Montipora_capitata_HIv3___TS.g29061.t1","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14600","Montipora_capitata_HIv3___TS.g29061.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14601","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14602","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0014704","intercalated disc",42,10,5.1,0.02595,"Cellular Components",0.238095238095238
"14603","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0016323","basolateral plasma membrane",174,33,21.14,0.00577,"Cellular Components",0.189655172413793
"14604","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0016324","apical plasma membrane",214,44,26,0.01004,"Cellular Components",0.205607476635514
"14605","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0045121","membrane raft",190,45,23.08,5.8e-05,"Cellular Components",0.236842105263158
"14606","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0045177","apical part of cell",328,64,39.85,0.00313,"Cellular Components",0.195121951219512
"14607","Montipora_capitata_HIv3___RNAseq.g18772.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14608","Montipora_capitata_HIv3___RNAseq.g11511.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14609","Montipora_capitata_HIv3___RNAseq.g44063.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14610","Montipora_capitata_HIv3___RNAseq.g44063.t1","GO:0098791","Golgi apparatus subcompartment",508,65,61.71,0.03362,"Cellular Components",0.127952755905512
"14611","Montipora_capitata_HIv3___RNAseq.g34553.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14612","Montipora_capitata_HIv3___RNAseq.g34553.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14613","Montipora_capitata_HIv3___RNAseq.g34553.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14614","Montipora_capitata_HIv3___RNAseq.g34553.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14615","Montipora_capitata_HIv3___RNAseq.g25866.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14616","Montipora_capitata_HIv3___RNAseq.g25866.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14617","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14618","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0030119","AP-type membrane coat adaptor complex",36,10,4.37,0.00215,"Cellular Components",0.277777777777778
"14619","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0030665","clathrin-coated vesicle membrane",63,15,7.65,0.02518,"Cellular Components",0.238095238095238
"14620","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14621","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14622","Montipora_capitata_HIv3___RNAseq.g28965.t1","GO:0098791","Golgi apparatus subcompartment",508,65,61.71,0.03362,"Cellular Components",0.127952755905512
"14623","Montipora_capitata_HIv3___RNAseq.g47381.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14624","Montipora_capitata_HIv3___TS.g28731.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14625","Montipora_capitata_HIv3___TS.g28731.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14626","Montipora_capitata_HIv3___TS.g36581.t2b","GO:0098791","Golgi apparatus subcompartment",508,65,61.71,0.03362,"Cellular Components",0.127952755905512
"14627","Montipora_capitata_HIv3___TS.g46902.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14628","Montipora_capitata_HIv3___TS.g46902.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14629","Montipora_capitata_HIv3___TS.g46902.t1","GO:0098791","Golgi apparatus subcompartment",508,65,61.71,0.03362,"Cellular Components",0.127952755905512
"14630","Montipora_capitata_HIv3___RNAseq.g40991.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14631","Montipora_capitata_HIv3___RNAseq.g40991.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14632","Montipora_capitata_HIv3___RNAseq.g47383.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14633","Montipora_capitata_HIv3___RNAseq.g45924.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14634","Montipora_capitata_HIv3___RNAseq.g44905.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14635","Montipora_capitata_HIv3___RNAseq.g44905.t1","GO:0030424","axon",502,89,60.99,0.01858,"Cellular Components",0.177290836653386
"14636","Montipora_capitata_HIv3___RNAseq.g44905.t1","GO:0043195","terminal bouton",106,24,12.88,0.00262,"Cellular Components",0.226415094339623
"14637","Montipora_capitata_HIv3___RNAseq.g44905.t1","GO:0043679","axon terminus",147,35,17.86,0.01447,"Cellular Components",0.238095238095238
"14638","Montipora_capitata_HIv3___RNAseq.g44905.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14639","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14640","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14641","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14642","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0009897","external side of plasma membrane",103,25,12.51,0.00363,"Cellular Components",0.242718446601942
"14643","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0009986","cell surface",339,97,41.18,1.1e-14,"Cellular Components",0.286135693215339
"14644","Montipora_capitata_HIv3___RNAseq.g38806.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14645","Montipora_capitata_HIv3___RNAseq.g45029.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14646","Montipora_capitata_HIv3___RNAseq.g45029.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14647","Montipora_capitata_HIv3___RNAseq.g45029.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14648","Montipora_capitata_HIv3___RNAseq.g26788.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14649","Montipora_capitata_HIv3___RNAseq.g26788.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14650","Montipora_capitata_HIv3___RNAseq.g37768.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14651","Montipora_capitata_HIv3___RNAseq.g49284.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14652","Montipora_capitata_HIv3___RNAseq.g49284.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14653","Montipora_capitata_HIv3___RNAseq.g19859.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14654","Montipora_capitata_HIv3___RNAseq.g19859.t1","GO:0031012","extracellular matrix",132,36,16.04,1.8e-05,"Cellular Components",0.272727272727273
"14655","Montipora_capitata_HIv3___RNAseq.g19859.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14656","Montipora_capitata_HIv3___RNAseq.g34503.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14657","Montipora_capitata_HIv3___RNAseq.g24435.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14658","Montipora_capitata_HIv3___RNAseq.g24435.t1","GO:0030666","endocytic vesicle membrane",68,12,8.26,0.03985,"Cellular Components",0.176470588235294
"14659","Montipora_capitata_HIv3___RNAseq.g24435.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14660","Montipora_capitata_HIv3___RNAseq.g44241.t1","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14661","Montipora_capitata_HIv3___RNAseq.g44241.t1","GO:0030672","synaptic vesicle membrane",62,13,7.53,0.03299,"Cellular Components",0.209677419354839
"14662","Montipora_capitata_HIv3___RNAseq.g44241.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
"14663","Montipora_capitata_HIv3___RNAseq.g44241.t1","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14664","Montipora_capitata_HIv3___RNAseq.g24701.t1","GO:0005576","extracellular region",894,180,108.61,6.2e-05,"Cellular Components",0.201342281879195
"14665","Montipora_capitata_HIv3___RNAseq.g24701.t1","GO:0005615","extracellular space",459,97,55.76,2.4e-09,"Cellular Components",0.211328976034858
"14666","Montipora_capitata_HIv3___TS.g44848.t1a","GO:0005886","plasma membrane",2013,376,244.55,3.5e-13,"Cellular Components",0.186785891703924
"14667","Montipora_capitata_HIv3___TS.g44848.t1a","GO:0071944","cell periphery",2194,408,266.54,0.02107,"Cellular Components",0.185961713764813
"14668","Montipora_capitata_HIv3___TS.g48241.t1","GO:0005783","endoplasmic reticulum",1131,127,137.4,0.03409,"Cellular Components",0.112290008841733
"14669","Montipora_capitata_HIv3___TS.g48241.t1","GO:0030666","endocytic vesicle membrane",68,12,8.26,0.03985,"Cellular Components",0.176470588235294
"14670","Montipora_capitata_HIv3___TS.g48241.t1","GO:0031410","cytoplasmic vesicle",1319,158,160.24,0.04055,"Cellular Components",0.119787717968158
