"","V1","V2","V3","V4","V5","V6","value"
"21113","Montipora_capitata_HIv3___Scaffold_8_578139","Montipora_capitata_HIv3___RNAseq.g33654.t1",149,-20.92,"63.64%","68.18%",-0.701769906758362
"24260","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g20402.t1",143,-26.39,"68.75%","75.00%",-0.814967519376408
"24540","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g39802.t1",146,-20.32,"66.67%","66.67%",-0.913574970615648
"24605","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g44480.t1",148,-22.66,"57.14%","76.19%",-0.834689852347408
"24619","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g45344.t1",161,-21.54,"72.22%","88.89%",-0.834561789712838
"24623","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g45525.t1",144,-32.35,"53.57%","71.43%",-0.791390564189443
"24648","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g4713.t3",159,-23.44,"70.00%","80.00%",-0.948223718500267
"24663","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g48492.t1",161,-22.11,"65.00%","80.00%",-0.931597903342638
"24705","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g5789.t1",170,-25.39,"71.43%","80.95%",-0.775307545482366
"24754","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g9252.t1",157,-20.75,"77.78%","77.78%",-0.947540735490993
"24959","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g14361.t1",151,-22.13,"58.33%","79.17%",-0.758462017699741
"25108","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g41343.t1",157,-20.42,"66.67%","88.89%",-0.936710874447218
"469","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___RNAseq.g11702.t1",173,-20.59,"77.27%","81.82%",-0.812232844564801
"1241","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g6844.t1",159,-21.44,"72.22%","77.78%",-0.865519421094974
"1309","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g21927.t1",167,-22.3,"80.00%","80.00%",-0.728790288627989
"1429","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g12143.t1",162,-26.05,"84.62%","100.00%",-0.743784653376303
"1550","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g21584.t1",157,-20.25,"75.00%","81.25%",-0.96250880117486
"1766","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g37081.t1",174,-32.81,"82.35%","94.12%",-0.858101313527026
"1936","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g49708.t1",155,-25.1,"71.43%","92.86%",-0.858905235046416
"2586","Montipora_capitata_HIv3___Scaffold_11_801837","Montipora_capitata_HIv3___TS.g41471.t3",178,-24.42,"76.19%","85.71%",-0.739976661240124
"2684","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g12143.t1",162,-26.05,"84.62%","100.00%",-0.743784653376303
"2805","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g21584.t1",157,-20.25,"75.00%","81.25%",-0.96250880117486
"3021","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g37081.t1",174,-32.81,"82.35%","94.12%",-0.858101313527026
"3191","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g49708.t1",155,-25.1,"71.43%","92.86%",-0.858905235046416
"4245","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g6219.t1",144,-22.48,"59.09%","68.18%",-0.708944321768669
"5737","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g44484.t1",160,-24.44,"78.95%","84.21%",-0.768295775330195
"5936","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g13797.t1",165,-23.1,"73.68%","89.47%",-0.713319079969816
"6933","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g38285.t1",150,-20.21,"76.92%","84.62%",-0.706382975107271
"6991","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g10708.t1",157,-21.19,"86.67%","86.67%",-0.797482051258379
"7170","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g15873.t1",147,-22.27,"70.00%","75.00%",-0.781599050239905
"7484","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___RNAseq.g14694.t1",159,-23.12,"66.67%","74.07%",-0.741827736750092
"7852","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___RNAseq.g48047.t1",153,-20.24,"68.18%","68.18%",-0.848918924052597
"8523","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g12143.t1",162,-26.05,"84.62%","100.00%",-0.743784653376303
"8644","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g21584.t1",157,-20.25,"75.00%","81.25%",-0.96250880117486
"8860","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37081.t1",174,-32.81,"82.35%","94.12%",-0.858101313527026
"9030","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g49708.t1",155,-25.1,"71.43%","92.86%",-0.858905235046416
"9587","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g6953.t1",162,-20.03,"66.67%","76.19%",-0.85288165358106
"9855","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g24594.t1",152,-21.1,"84.62%","92.31%",-0.96870236181591
"10886","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g30979.t1",150,-20.94,"100.00%","100.00%",-0.707225029920692
"10908","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g33154.t1",150,-22.48,"77.78%","77.78%",-0.709740027230892
"11376","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___RNAseq.g11702.t1",173,-20.59,"77.27%","81.82%",-0.812232844564801
"11963","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g6159.t1",158,-20.61,"73.68%","78.95%",-0.792902022385923
"13020","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g46235.t1b",179,-31.61,"88.89%","88.89%",-0.817953082672661
"13983","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___RNAseq.g11702.t1",173,-20.59,"77.27%","81.82%",-0.812232844564801
"15018","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g20515.t1",160,-23.48,"66.67%","75.00%",-0.918186812192097
"15542","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___RNAseq.g11702.t1",173,-20.59,"77.27%","81.82%",-0.812232844564801
"17024","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g50243.t1",173,-22.48,"77.27%","81.82%",-0.933478196476281
"17272","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g15802.t1",149,-22.02,"66.67%","76.19%",-0.970391838287035
"17425","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g40611.t1",145,-21.2,"62.50%","75.00%",-0.877763408421445
"17939","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g5099.t1",160,-20.49,"65.22%","78.26%",-0.890206344247154
"19278","Montipora_capitata_HIv3___Scaffold_8_535535","Montipora_capitata_HIv3___RNAseq.g7346.t1",147,-20.84,"68.42%","78.95%",-0.720409797091742
"19783","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g36979.t1",176,-24.24,"76.19%","90.48%",-0.786967340304503
"24138","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g10834.t1",145,-23.46,"100.00%","100.00%",-0.7528664480997
"24495","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g37345.t1",141,-21.5,"87.50%","100.00%",-0.776790236868596
"24600","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g44077.t1b",149,-23.79,"63.64%","68.18%",-0.89642514011759
"24800","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g19237.t2",163,-23.26,"66.67%","88.89%",-0.721357962142716
"1277","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g11355.t2",151,-26.02,"66.67%","66.67%",-0.760041388947643
"6055","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g39116.t1",163,-25.63,"75.00%","80.00%",-0.720721713318955
"6688","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g47364.t1",164,-28.85,"73.33%","100.00%",-0.752286500245176
"6830","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g14678.t1",142,-20.03,"60.00%","86.67%",-0.788309522356237
"10513","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___TS.g13618.t1",163,-20.61,"75.00%","80.00%",-0.807488645497284
"10552","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___TS.g40292.t1",161,-20.23,"68.75%","93.75%",-0.831713089997113
"10713","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g18461.t1",151,-20.04,"75.00%","81.25%",-0.719656345096393
"11807","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g24530.t1",159,-22.26,"71.43%","76.19%",-0.961304584588143
"12169","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g26992.t1",168,-21.06,"76.19%","80.95%",-0.790686203437392
"12306","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g44170.t1",160,-20.08,"71.43%","76.19%",-0.881712772691861
"12991","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g43069.t1",158,-20.48,"71.43%","80.95%",-0.898127285521512
"13036","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g48677.t1",192,-41.26,"94.74%","94.74%",-0.770659910063509
"13174","Montipora_capitata_HIv3___Scaffold_4_291272","Montipora_capitata_HIv3___RNAseq.g33731.t1",169,-22.19,"70.00%","85.00%",-0.7157395776513
"15106","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g27719.t1",154,-26.93,"70.83%","75.00%",-0.92509424833815
"15281","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g44030.t1",159,-21.23,"63.64%","86.36%",-0.875191203243536
"15981","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g18097.t1",149,-22.29,"83.33%","83.33%",-0.893208657671874
"16702","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g26416.t1",164,-21.34,"66.67%","85.71%",-0.971440676227136
"16851","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g37063.t1",163,-22.87,"71.43%","80.95%",-0.886842502894705
"16948","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g45386.t1",172,-21.45,"76.19%","85.71%",-0.811355444228277
"17196","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___TS.g40377.t2c",160,-20.38,"76.47%","88.24%",-0.78702900352815
"17344","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g26992.t1",155,-25.29,"72.73%","72.73%",-0.844322072959742
"17727","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g27091.t1",154,-21.8,"70.59%","76.47%",-0.86798572528535
"17832","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g37473.t1",145,-20.31,"70.00%","70.00%",-0.853194623988119
"17833","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g37473.t1",148,-20.99,"63.16%","68.42%",-0.853194623988119
"18041","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___TS.g34441.t1",157,-22.89,"91.67%","91.67%",-0.776171554434011
"18676","Montipora_capitata_HIv3___Scaffold_8_535535","Montipora_capitata_HIv3___RNAseq.g18497.t1",148,-23.87,"61.90%","71.43%",-0.770400279531249
"18699","Montipora_capitata_HIv3___Scaffold_8_535535","Montipora_capitata_HIv3___RNAseq.g20042.t1",158,-23.9,"57.14%","80.95%",-0.765678323820055
"19893","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g48754.t1",177,-27.95,"75.00%","90.00%",-0.775773479878452
"20826","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g24530.t1",159,-20.99,"71.43%","76.19%",-0.961292302330961
"20956","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g50142.t1",165,-22.96,"77.78%","88.89%",-0.708553550849362
"21132","Montipora_capitata_HIv3___Scaffold_8_578139","Montipora_capitata_HIv3___RNAseq.g41112.t1",152,-20.25,"70.00%","80.00%",-0.806482406758767
"22398","Montipora_capitata_HIv3___Scaffold_8_586427","Montipora_capitata_HIv3___RNAseq.g22348.t1",164,-20.25,"76.19%","76.19%",-0.79496679481826
"24459","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g35149.t1",149,-21.07,"61.11%","83.33%",-0.825869126143228
"24666","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g48884.t1",156,-21.1,"61.90%","80.95%",-0.814691990388376
"24701","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g5629.t1",151,-24.45,"57.14%","80.95%",-0.730744085709143
"24767","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.20856_t",158,-25.53,"70.00%","80.00%",-0.743544694284362
"24864","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g35041.t1",147,-22.07,"59.26%","74.07%",-0.945858472528763
"24878","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g40290.t1a",148,-20.52,"66.67%","77.78%",-0.762015596478839
"25357","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g421.t1",156,-21.74,"73.68%","84.21%",-0.717377195782822
"720","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___RNAseq.g50190.t1",160,-20.82,"73.68%","84.21%",-0.74571980359999
"1339","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g34295.t1",171,-27.7,"92.86%","100.00%",-0.802201211483919
"1517","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g19116.t1",151,-23.5,"75.00%","81.25%",-0.944604670841958
"1568","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g23419.t1",158,-25.52,"75.00%","75.00%",-0.909127623436284
"1602","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g25883.t1",149,-23.78,"71.43%","71.43%",-0.960964672563171
"1914","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g47272.t1",145,-21.88,"100.00%","100.00%",-0.929461972363232
"2772","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g19116.t1",151,-23.5,"75.00%","81.25%",-0.944604670841958
"2823","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g23419.t1",158,-25.52,"75.00%","75.00%",-0.909127623436284
"2857","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g25883.t1",149,-23.78,"71.43%","71.43%",-0.960964672563171
"3169","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g47272.t1",145,-21.88,"100.00%","100.00%",-0.929461972363232
"5876","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g7110.t1",143,-21.74,"57.14%","71.43%",-0.847074325969172
"6152","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g12882.t1",147,-21.9,"64.71%","82.35%",-0.72412157602952
"6291","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g21571.t1",150,-20.99,"66.67%","93.33%",-0.826058967483147
"7277","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g34719.t1a",148,-20.08,"84.62%","84.62%",-0.724162292960174
"7678","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___RNAseq.g23994.t1",161,-22.4,"77.27%","81.82%",-0.83510729561062
"7993","Montipora_capitata_HIv3___Scaffold_14_994729","Montipora_capitata_HIv3___RNAseq.g12117.t1",162,-20.42,"73.91%","78.26%",-0.714055157106811
"8611","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g19116.t1",151,-23.5,"75.00%","81.25%",-0.944604670841958
"8662","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g23419.t1",158,-25.52,"75.00%","75.00%",-0.909127623436284
"8696","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g25883.t1",149,-23.78,"71.43%","71.43%",-0.960964672563171
"9008","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g47272.t1",145,-21.88,"100.00%","100.00%",-0.929461972363232
"9895","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g29530.t1",152,-23.46,"68.18%","68.18%",-0.910506806996759
"10124","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g9129.t1",159,-21.56,"68.18%","81.82%",-0.965681483378892
"11627","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___RNAseq.g50190.t1",160,-20.82,"73.68%","84.21%",-0.74571980359999
"12892","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g25763.t1",187,-38.1,"94.44%","94.44%",-0.932359866229223
"13231","Montipora_capitata_HIv3___Scaffold_4_291272","Montipora_capitata_HIv3___TS.g19054.t4a",178,-21.6,"76.19%","85.71%",-0.739023154897188
"13594","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___TS.g50908.t1",144,-22.96,"66.67%","71.43%",-0.756732979926764
"14234","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___RNAseq.g50190.t1",160,-20.82,"73.68%","84.21%",-0.74571980359999
"14469","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g38043.t1",159,-20.39,"85.71%","85.71%",-0.808253532538214
"14472","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g3827.t1",151,-23.46,"75.00%","75.00%",-0.804919618706312
"14587","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___TS.g41641.t1",165,-24.45,"75.00%","93.75%",-0.754710712969934
"15793","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___RNAseq.g50190.t1",160,-20.82,"73.68%","84.21%",-0.74571980359999
"16665","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g22869.t1",147,-20.4,"60.00%","75.00%",-0.812376526504631
"16838","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g36227.t1",158,-23.11,"61.90%","85.71%",-0.714316746515102
"16935","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g44514.t1",157,-20.19,"63.64%","77.27%",-0.701295783394224
"17421","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g39742.t1",151,-26.87,"65.22%","73.91%",-0.81789378053305
"17767","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g30625.t1",156,-20.21,"63.16%","78.95%",-0.730112805142608
"18612","Montipora_capitata_HIv3___Scaffold_8_535535","Montipora_capitata_HIv3___RNAseq.g14827.t1",161,-20.57,"72.73%","72.73%",-0.774288205513006
"22713","Montipora_capitata_HIv3___Scaffold_8_586427","Montipora_capitata_HIv3___RNAseq.g6124.t1",169,-22.17,"78.95%","89.47%",-0.810531357087133
"24795","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g18434.t1",153,-21.08,"62.50%","87.50%",-0.767846257877734
"24915","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g5372.t1",145,-23.07,"100.00%","100.00%",-0.839247560763303
"25203","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___TS.g25740.t1",164,-20.86,"68.42%","84.21%",-0.931784750829319
"1709","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g3294.t1",141,-20.68,"68.75%","75.00%",-0.89349084205342
"1899","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g459.t1",150,-20.62,"66.67%","71.43%",-0.752118417037782
"2262","Montipora_capitata_HIv3___Scaffold_11_787579","Montipora_capitata_HIv3___TS.g12945.t1a",169,-20.88,"77.78%","94.44%",-0.704371622157834
"2318","Montipora_capitata_HIv3___Scaffold_11_796076","Montipora_capitata_HIv3___TS.g12945.t1a",169,-20.88,"77.78%","94.44%",-0.704371622157834
"2638","Montipora_capitata_HIv3___Scaffold_11_816162","Montipora_capitata_HIv3___TS.g12945.t1a",169,-20.88,"77.78%","94.44%",-0.704371622157834
"2964","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g3294.t1",141,-20.68,"68.75%","75.00%",-0.89349084205342
"3154","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g459.t1",150,-20.62,"66.67%","71.43%",-0.752118417037782
"5095","Montipora_capitata_HIv3___Scaffold_1_35393","Montipora_capitata_HIv3___TS.g26704.t1",147,-20.2,"68.18%","72.73%",-0.797893802606384
"5301","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g1682.t1",160,-24.44,"78.95%","84.21%",-0.810583731481348
"6899","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g29199.t2",155,-25.75,"75.00%","87.50%",-0.766672516459669
"6990","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g9853.t1",144,-20.61,"66.67%","73.33%",-0.737923522229584
"7062","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g43797.t1",150,-20.13,"80.00%","80.00%",-0.722760310351333
"8200","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___RNAseq.g19668.t1",159,-21.59,"85.71%","85.71%",-0.83902190336637
"8402","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___RNAseq.g7318.t1",160,-21.44,"71.43%","76.19%",-0.736380910733687
"8803","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g3294.t1",141,-20.68,"68.75%","75.00%",-0.89349084205342
"8993","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g459.t1",150,-20.62,"66.67%","71.43%",-0.752118417037782
"10189","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___TS.g40780.t1",158,-21.08,"71.43%","80.95%",-0.925042788575902
"11217","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g10778.t3",165,-21.98,"75.00%","93.75%",-0.745148482796891
"11732","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.164_t",154,-20.98,"73.33%","93.33%",-0.77092167724902
"11826","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g26492.t2c",157,-20.96,"63.16%","89.47%",-0.777162406824659
"12142","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g22465.t1",161,-23.97,"77.27%","77.27%",-0.725806790182056
"12274","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g40853.t1",149,-21.03,"71.43%","71.43%",-0.960410906966829
"12880","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g23690.t1",187,-38.1,"94.44%","94.44%",-0.879414424034742
"12921","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g30351.t1",179,-31.96,"88.89%","88.89%",-0.721546456927713
"14559","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___TS.g10881.t1b",143,-23.46,"70.00%","70.00%",-0.706015292296246
"14744","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g37331.t1",158,-20.4,"61.90%","76.19%",-0.948752483221698
"15247","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g41318.t1",160,-24.39,"65.22%","82.61%",-0.777844146503816
"16977","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g47654.t1",156,-21.51,"61.90%","80.95%",-0.859591407211331
"16978","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g47654.t1",158,-20.13,"66.67%","85.71%",-0.859591407211331
"19670","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g2559.t1a",164,-23.16,"68.42%","84.21%",-0.842490832268827
"19751","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g3318.t1",163,-20.97,"73.91%","78.26%",-0.83890327020547
"24126","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.42329_t",155,-21.02,"72.22%","88.89%",-0.757808558252364
"24193","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g14677.t1",156,-21.01,"63.64%","77.27%",-0.826191006458774
