"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","X","V1","V3","V4","V5","V6","value","sig.prop"
"687","Montipora_capitata_HIv3___RNAseq.g41383.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",3097,"Montipora_capitata_HIv3___Scaffold_11_826703",146,-21.22,"66.67%","77.78%",-0.777147086376234,0.0326717969488322
"688","Montipora_capitata_HIv3___RNAseq.g41383.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",8936,"Montipora_capitata_HIv3___Scaffold_151_1075760",146,-21.22,"66.67%","77.78%",-0.777147086376234,0.0326717969488322
"689","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",10218,"Montipora_capitata_HIv3___Scaffold_2_67225",142,-21.4,"60.00%","68.00%",-0.786091186973972,0.0370522848909016
"690","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",17577,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-22.93,"68.00%","72.00%",-0.920795092212171,0.0370522848909016
"691","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",10218,"Montipora_capitata_HIv3___Scaffold_2_67225",142,-21.4,"60.00%","68.00%",-0.786091186973972,0.0326717969488322
"692","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",17577,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-22.93,"68.00%","72.00%",-0.920795092212171,0.0326717969488322
"693","Montipora_capitata_HIv3___RNAseq.g25599.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",19669,"Montipora_capitata_HIv3___Scaffold_8_542727",166,-24.05,"75.00%","85.00%",-0.796044720203406,0.0438931297709924
"694","Montipora_capitata_HIv3___RNAseq.g25599.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",19669,"Montipora_capitata_HIv3___Scaffold_8_542727",166,-24.05,"75.00%","85.00%",-0.796044720203406,0.0326717969488322
"695","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.0326717969488322
"696","Montipora_capitata_HIv3___TS.g46454.t2","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",21232,"Montipora_capitata_HIv3___Scaffold_8_578139",164,-22.24,"71.43%","80.95%",-0.716615143645298,0.0326717969488322
"697","Montipora_capitata_HIv3___RNAseq.g12862.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",9277,"Montipora_capitata_HIv3___Scaffold_2_124999",171,-20.53,"77.78%","88.89%",-0.898805963677323,0.0326717969488322
"698","Montipora_capitata_HIv3___RNAseq.g12862.t1","GO:0044614","nuclear pore cytoplasmic filaments",5,2,0.16,0.0092,"Cellular Components",9277,"Montipora_capitata_HIv3___Scaffold_2_124999",171,-20.53,"77.78%","88.89%",-0.898805963677323,0.4
"699","Montipora_capitata_HIv3___RNAseq.g29717.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24388,"Montipora_capitata_HIv3___Scaffold_9_613239",163,-27.67,"73.91%","78.26%",-0.729046397423172,0.0326717969488322
"700","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0370522848909016
"701","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0326717969488322
"702","Montipora_capitata_HIv3___TS.20856_t","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24767,"Montipora_capitata_HIv3___Scaffold_9_613239",158,-25.53,"70.00%","80.00%",-0.743544694284362,0.0326717969488322
"703","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0008076","voltage-gated potassium channel complex",26,4,0.82,0.0083,"Cellular Components",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.153846153846154
"704","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0030673","axolemma",17,3,0.53,0.0151,"Cellular Components",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.176470588235294
"705","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0033270","paranode region of axon",17,3,0.53,0.0151,"Cellular Components",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.176470588235294
"706","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.0326717969488322
"707","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0044224","juxtaparanode region of axon",17,3,0.53,0.0151,"Cellular Components",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.176470588235294
"708","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0001939","female pronucleus",4,2,0.13,0.0057,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.5
"709","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0005903","brush border",107,7,3.36,0.0161,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0654205607476635
"710","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0016324","apical plasma membrane",225,17,7.07,0.0047,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0755555555555556
"711","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0326717969488322
"712","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0044853","plasma membrane raft",67,7,2.11,0.0068,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.104477611940299
"713","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0458015267175573
"714","Montipora_capitata_HIv3___TS.g4478.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24892,"Montipora_capitata_HIv3___Scaffold_9_613239",141,-21.16,"87.50%","100.00%",-0.901623374751653,0.0326717969488322
"715","Montipora_capitata_HIv3___TS.g4478.t1","GO:0048237","rough endoplasmic reticulum lumen",1,1,0.03,0.0314,"Cellular Components",24892,"Montipora_capitata_HIv3___Scaffold_9_613239",141,-21.16,"87.50%","100.00%",-0.901623374751653,1
"716","Montipora_capitata_HIv3___RNAseq.g34209.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",16164,"Montipora_capitata_HIv3___Scaffold_6_439094",151,-21.83,"65.00%","75.00%",-0.867039513533563,0.0370522848909016
"717","Montipora_capitata_HIv3___RNAseq.g34209.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16164,"Montipora_capitata_HIv3___Scaffold_6_439094",151,-21.83,"65.00%","75.00%",-0.867039513533563,0.0326717969488322
"718","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",11807,"Montipora_capitata_HIv3___Scaffold_2_96328",159,-22.26,"71.43%","76.19%",-0.961304584588143,0.0370522848909016
"719","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",20826,"Montipora_capitata_HIv3___Scaffold_8_565039",159,-20.99,"71.43%","76.19%",-0.961292302330961,0.0370522848909016
"720","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",11807,"Montipora_capitata_HIv3___Scaffold_2_96328",159,-22.26,"71.43%","76.19%",-0.961304584588143,0.0438931297709924
"721","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",20826,"Montipora_capitata_HIv3___Scaffold_8_565039",159,-20.99,"71.43%","76.19%",-0.961292302330961,0.0438931297709924
"722","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",11807,"Montipora_capitata_HIv3___Scaffold_2_96328",159,-22.26,"71.43%","76.19%",-0.961304584588143,0.0326717969488322
"723","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",20826,"Montipora_capitata_HIv3___Scaffold_8_565039",159,-20.99,"71.43%","76.19%",-0.961292302330961,0.0326717969488322
"724","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",11807,"Montipora_capitata_HIv3___Scaffold_2_96328",159,-22.26,"71.43%","76.19%",-0.961304584588143,0.0458015267175573
"725","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",20826,"Montipora_capitata_HIv3___Scaffold_8_565039",159,-20.99,"71.43%","76.19%",-0.961292302330961,0.0458015267175573
"726","Montipora_capitata_HIv3___TS.g4095.t4","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0370522848909016
"727","Montipora_capitata_HIv3___TS.g4095.t4","GO:0016324","apical plasma membrane",225,17,7.07,0.0047,"Cellular Components",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0755555555555556
"728","Montipora_capitata_HIv3___TS.g4095.t4","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0326717969488322
"729","Montipora_capitata_HIv3___RNAseq.g14694.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",7484,"Montipora_capitata_HIv3___Scaffold_1_4183",159,-23.12,"66.67%","74.07%",-0.741827736750092,0.0438931297709924
"730","Montipora_capitata_HIv3___RNAseq.g14694.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",7484,"Montipora_capitata_HIv3___Scaffold_1_4183",159,-23.12,"66.67%","74.07%",-0.741827736750092,0.0326717969488322
"731","Montipora_capitata_HIv3___RNAseq.g14192.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",868,"Montipora_capitata_HIv3___Scaffold_10_667068",150,-20.33,"61.90%","66.67%",-0.822825409078443,0.0438931297709924
"732","Montipora_capitata_HIv3___RNAseq.g14192.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",868,"Montipora_capitata_HIv3___Scaffold_10_667068",150,-20.33,"61.90%","66.67%",-0.822825409078443,0.0326717969488322
"733","Montipora_capitata_HIv3___TS.g34441.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",18041,"Montipora_capitata_HIv3___Scaffold_8_508612",157,-22.89,"91.67%","91.67%",-0.776171554434011,0.0370522848909016
"734","Montipora_capitata_HIv3___TS.g34441.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",18041,"Montipora_capitata_HIv3___Scaffold_8_508612",157,-22.89,"91.67%","91.67%",-0.776171554434011,0.0326717969488322
"735","Montipora_capitata_HIv3___RNAseq.g26407.t1a","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",16069,"Montipora_capitata_HIv3___Scaffold_6_439094",197,-41.06,"95.00%","95.00%",-0.795908279908708,0.0370522848909016
"736","Montipora_capitata_HIv3___RNAseq.g26407.t1a","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16069,"Montipora_capitata_HIv3___Scaffold_6_439094",197,-41.06,"95.00%","95.00%",-0.795908279908708,0.0326717969488322
"737","Montipora_capitata_HIv3___TS.g29199.t2","GO:0044853","plasma membrane raft",67,7,2.11,0.0068,"Cellular Components",6899,"Montipora_capitata_HIv3___Scaffold_13_954675",155,-25.75,"75.00%","87.50%",-0.766672516459669,0.104477611940299
"738","Montipora_capitata_HIv3___RNAseq.g34010.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",16794,"Montipora_capitata_HIv3___Scaffold_7_456843",153,-20.93,"72.73%","72.73%",-0.708431755298727,0.0370522848909016
"739","Montipora_capitata_HIv3___RNAseq.g34010.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16794,"Montipora_capitata_HIv3___Scaffold_7_456843",153,-20.93,"72.73%","72.73%",-0.708431755298727,0.0326717969488322
"740","Montipora_capitata_HIv3___RNAseq.g35485.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",10393,"Montipora_capitata_HIv3___Scaffold_2_67225",155,-20.48,"62.50%","79.17%",-0.786464865736811,0.0326717969488322
"741","Montipora_capitata_HIv3___TS.g19054.t4a","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",13231,"Montipora_capitata_HIv3___Scaffold_4_291272",178,-21.6,"76.19%","85.71%",-0.739023154897188,0.0370522848909016
"742","Montipora_capitata_HIv3___TS.g19054.t4a","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",13231,"Montipora_capitata_HIv3___Scaffold_4_291272",178,-21.6,"76.19%","85.71%",-0.739023154897188,0.0326717969488322
"743","Montipora_capitata_HIv3___RNAseq.g47615.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",13209,"Montipora_capitata_HIv3___Scaffold_4_291272",155,-20.02,"65.00%","80.00%",-0.93167427519709,0.0326717969488322
"744","Montipora_capitata_HIv3___RNAseq.g47615.t1","GO:0061700","GATOR2 complex",7,2,0.22,0.0186,"Cellular Components",13209,"Montipora_capitata_HIv3___Scaffold_4_291272",155,-20.02,"65.00%","80.00%",-0.93167427519709,0.285714285714286
"745","Montipora_capitata_HIv3___RNAseq.g44529.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",17883,"Montipora_capitata_HIv3___Scaffold_8_508612",144,-22.06,"57.14%","67.86%",-0.921830412253051,0.0326717969488322
"746","Montipora_capitata_HIv3___RNAseq.g7433.t1","GO:0005782","peroxisomal matrix",41,4,1.29,0.0389,"Cellular Components",17489,"Montipora_capitata_HIv3___Scaffold_8_488597",164,-22.5,"73.68%","78.95%",-0.886813766330404,0.0975609756097561
"747","Montipora_capitata_HIv3___RNAseq.g7433.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",17489,"Montipora_capitata_HIv3___Scaffold_8_488597",164,-22.5,"73.68%","78.95%",-0.886813766330404,0.0326717969488322
"748","Montipora_capitata_HIv3___RNAseq.g30591.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",22507,"Montipora_capitata_HIv3___Scaffold_8_586427",163,-21.66,"71.43%","80.95%",-0.810508601687799,0.0326717969488322
"749","Montipora_capitata_HIv3___RNAseq.g30591.t1","GO:0044614","nuclear pore cytoplasmic filaments",5,2,0.16,0.0092,"Cellular Components",22507,"Montipora_capitata_HIv3___Scaffold_8_586427",163,-21.66,"71.43%","80.95%",-0.810508601687799,0.4
"750","Montipora_capitata_HIv3___RNAseq.g48492.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24663,"Montipora_capitata_HIv3___Scaffold_9_613239",161,-22.11,"65.00%","80.00%",-0.931597903342638,0.0326717969488322
"751","Montipora_capitata_HIv3___RNAseq.g27091.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",17727,"Montipora_capitata_HIv3___Scaffold_8_508612",154,-21.8,"70.59%","76.47%",-0.86798572528535,0.0326717969488322
"752","Montipora_capitata_HIv3___RNAseq.g27058.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",12172,"Montipora_capitata_HIv3___Scaffold_2_98529",174,-20.42,"71.43%","85.71%",-0.741721961195399,0.0370522848909016
"753","Montipora_capitata_HIv3___RNAseq.g27058.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",12172,"Montipora_capitata_HIv3___Scaffold_2_98529",174,-20.42,"71.43%","85.71%",-0.741721961195399,0.0326717969488322
"754","Montipora_capitata_HIv3___TS.g24504.t1c","GO:0000791","euchromatin",41,4,1.29,0.0389,"Cellular Components",11263,"Montipora_capitata_HIv3___Scaffold_2_71488",141,-26.14,"57.69%","65.38%",-0.74603783067625,0.0975609756097561
"755","Montipora_capitata_HIv3___TS.g24504.t1c","GO:0005782","peroxisomal matrix",41,4,1.29,0.0389,"Cellular Components",11263,"Montipora_capitata_HIv3___Scaffold_2_71488",141,-26.14,"57.69%","65.38%",-0.74603783067625,0.0975609756097561
"756","Montipora_capitata_HIv3___TS.g24504.t1c","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",11263,"Montipora_capitata_HIv3___Scaffold_2_71488",141,-26.14,"57.69%","65.38%",-0.74603783067625,0.0326717969488322
"757","Montipora_capitata_HIv3___RNAseq.g43862.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",6628,"Montipora_capitata_HIv3___Scaffold_13_954675",151,-23.43,"66.67%","83.33%",-0.882139488209347,0.0370522848909016
"758","Montipora_capitata_HIv3___RNAseq.g43862.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",6628,"Montipora_capitata_HIv3___Scaffold_13_954675",151,-23.43,"66.67%","83.33%",-0.882139488209347,0.0326717969488322
"759","Montipora_capitata_HIv3___TS.g1772.t1","GO:0005815","microtubule organizing center",524,23,16.47,0.0356,"Cellular Components",24792,"Montipora_capitata_HIv3___Scaffold_9_613239",146,-24.71,"57.14%","66.67%",-0.929581954293516,0.0438931297709924
"760","Montipora_capitata_HIv3___TS.g1772.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24792,"Montipora_capitata_HIv3___Scaffold_9_613239",146,-24.71,"57.14%","66.67%",-0.929581954293516,0.0326717969488322
"761","Montipora_capitata_HIv3___RNAseq.g19104.t1","GO:0005903","brush border",107,7,3.36,0.0161,"Cellular Components",10724,"Montipora_capitata_HIv3___Scaffold_2_71488",160,-27.56,"82.35%","82.35%",-0.742804747730027,0.0654205607476635
"762","Montipora_capitata_HIv3___RNAseq.g19104.t1","GO:0016324","apical plasma membrane",225,17,7.07,0.0047,"Cellular Components",10724,"Montipora_capitata_HIv3___Scaffold_2_71488",160,-27.56,"82.35%","82.35%",-0.742804747730027,0.0755555555555556
"763","Montipora_capitata_HIv3___RNAseq.g19104.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",10724,"Montipora_capitata_HIv3___Scaffold_2_71488",160,-27.56,"82.35%","82.35%",-0.742804747730027,0.0326717969488322
"764","Montipora_capitata_HIv3___RNAseq.g24594.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",9855,"Montipora_capitata_HIv3___Scaffold_2_64557",152,-21.1,"84.62%","92.31%",-0.96870236181591,0.0370522848909016
"765","Montipora_capitata_HIv3___RNAseq.g24594.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",9855,"Montipora_capitata_HIv3___Scaffold_2_64557",152,-21.1,"84.62%","92.31%",-0.96870236181591,0.0326717969488322
"766","Montipora_capitata_HIv3___RNAseq.g35043.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",16815,"Montipora_capitata_HIv3___Scaffold_7_456843",150,-20.7,"66.67%","76.19%",-0.906504181732354,0.0370522848909016
"767","Montipora_capitata_HIv3___RNAseq.g35043.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16815,"Montipora_capitata_HIv3___Scaffold_7_456843",150,-20.7,"66.67%","76.19%",-0.906504181732354,0.0326717969488322
"768","Montipora_capitata_HIv3___RNAseq.g11172.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16524,"Montipora_capitata_HIv3___Scaffold_7_456843",146,-22.8,"60.71%","71.43%",-0.779434670778273,0.0326717969488322
"769","Montipora_capitata_HIv3___RNAseq.g25883.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",1602,"Montipora_capitata_HIv3___Scaffold_10_729473",149,-23.78,"71.43%","71.43%",-0.960964672563171,0.0326717969488322
"770","Montipora_capitata_HIv3___RNAseq.g25883.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",2857,"Montipora_capitata_HIv3___Scaffold_11_826703",149,-23.78,"71.43%","71.43%",-0.960964672563171,0.0326717969488322
"771","Montipora_capitata_HIv3___RNAseq.g25883.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",8696,"Montipora_capitata_HIv3___Scaffold_151_1075760",149,-23.78,"71.43%","71.43%",-0.960964672563171,0.0326717969488322
"772","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.0370522848909016
"773","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.0326717969488322
"774","Montipora_capitata_HIv3___RNAseq.g30414.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",1665,"Montipora_capitata_HIv3___Scaffold_10_729473",146,-21.5,"88.89%","100.00%",-0.774318916376283,0.0326717969488322
"775","Montipora_capitata_HIv3___RNAseq.g30414.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",2920,"Montipora_capitata_HIv3___Scaffold_11_826703",146,-21.5,"88.89%","100.00%",-0.774318916376283,0.0326717969488322
"776","Montipora_capitata_HIv3___RNAseq.g30414.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",8759,"Montipora_capitata_HIv3___Scaffold_151_1075760",146,-21.5,"88.89%","100.00%",-0.774318916376283,0.0326717969488322
"777","Montipora_capitata_HIv3___RNAseq.g46296.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",24632,"Montipora_capitata_HIv3___Scaffold_9_613239",151,-20.11,"60.87%","78.26%",-0.986850097076924,0.0326717969488322
"778","Montipora_capitata_HIv3___RNAseq.g9815.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",11210,"Montipora_capitata_HIv3___Scaffold_2_71488",152,-20.92,"70.59%","82.35%",-0.761584727642847,0.0326717969488322
"779","Montipora_capitata_HIv3___RNAseq.g22258.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",16659,"Montipora_capitata_HIv3___Scaffold_7_456843",156,-20.45,"66.67%","76.19%",-0.964219025619427,0.0370522848909016
"780","Montipora_capitata_HIv3___RNAseq.g22258.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16659,"Montipora_capitata_HIv3___Scaffold_7_456843",156,-20.45,"66.67%","76.19%",-0.964219025619427,0.0326717969488322
"781","Montipora_capitata_HIv3___RNAseq.g18574.t2","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",12101,"Montipora_capitata_HIv3___Scaffold_2_98529",167,-20.21,"70.83%","83.33%",-0.854536673870255,0.0326717969488322
"782","Montipora_capitata_HIv3___RNAseq.g29479.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",10870,"Montipora_capitata_HIv3___Scaffold_2_71488",149,-21.55,"78.57%","85.71%",-0.735293285546703,0.0326717969488322
"783","Montipora_capitata_HIv3___RNAseq.g29479.t1","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",10870,"Montipora_capitata_HIv3___Scaffold_2_71488",149,-21.55,"78.57%","85.71%",-0.735293285546703,0.0458015267175573
"784","Montipora_capitata_HIv3___RNAseq.g35936.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",6506,"Montipora_capitata_HIv3___Scaffold_13_954675",155,-22.57,"71.43%","92.86%",-0.724110581024727,0.0326717969488322
"785","Montipora_capitata_HIv3___RNAseq.g49789.t1a","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",12340,"Montipora_capitata_HIv3___Scaffold_2_98529",172,-25.86,"76.19%","85.71%",-0.762010870383994,0.0326717969488322
"786","Montipora_capitata_HIv3___RNAseq.g49789.t1a","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",12340,"Montipora_capitata_HIv3___Scaffold_2_98529",172,-25.86,"76.19%","85.71%",-0.762010870383994,0.0458015267175573
"787","Montipora_capitata_HIv3___RNAseq.g36403.t1","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",17825,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-20.75,"66.67%","76.19%",-0.789144815497968,0.0370522848909016
"788","Montipora_capitata_HIv3___RNAseq.g36403.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",17825,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-20.75,"66.67%","76.19%",-0.789144815497968,0.0326717969488322
"789","Montipora_capitata_HIv3___RNAseq.g3201.t1","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",16138,"Montipora_capitata_HIv3___Scaffold_6_439094",166,-21.44,"76.19%","85.71%",-0.784845139687038,0.0326717969488322
"790","Montipora_capitata_HIv3___RNAseq.g3201.t1","GO:0044853","plasma membrane raft",67,7,2.11,0.0068,"Cellular Components",16138,"Montipora_capitata_HIv3___Scaffold_6_439094",166,-21.44,"76.19%","85.71%",-0.784845139687038,0.104477611940299
"791","Montipora_capitata_HIv3___RNAseq.g3201.t1","GO:0048471","perinuclear region of cytoplasm",524,24,16.47,0.0404,"Cellular Components",16138,"Montipora_capitata_HIv3___Scaffold_6_439094",166,-21.44,"76.19%","85.71%",-0.784845139687038,0.0458015267175573
